SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
04/15/2022 18:45:16,N,AEEC,       67.92
04/15/2022 18:45:16,N,AJAXWIND_RN,       66.23
04/15/2022 18:45:16,N,ALGOD_ALL_RN,       69.64
04/15/2022 18:45:16,N,ALVIN_RN,       69.74
04/15/2022 18:45:16,N,AMADEUS_ALL,       68.44
04/15/2022 18:45:16,N,AMISTAD_ALL,       69.36
04/15/2022 18:45:16,N,AMOCOOIL_CC1,       69.74
04/15/2022 18:45:16,N,AMOCOOIL_CC2,       69.74
04/15/2022 18:45:16,N,AMOCO_PUN1,       69.74
04/15/2022 18:45:16,N,AMOCO_PUN2,       69.74
04/15/2022 18:45:16,N,AMO_AMOCO_1,       69.74
04/15/2022 18:45:16,N,AMO_AMOCO_2,       69.74
04/15/2022 18:45:16,N,AMO_AMOCO_5,       69.74
04/15/2022 18:45:16,N,AMO_AMOCO_G1,       69.74
04/15/2022 18:45:16,N,AMO_AMOCO_G2,       69.74
04/15/2022 18:45:16,N,AMO_AMOCO_G3,       69.74
04/15/2022 18:45:16,N,AMO_AMOCO_S1,       69.74
04/15/2022 18:45:16,N,AMO_AMOCO_S2,       69.74
04/15/2022 18:45:16,N,ANACACHO_ANA,       69.47
04/15/2022 18:45:16,N,ANCHOR_ALL,       69.13
04/15/2022 18:45:16,N,ANSON1_ALL,       68.69
04/15/2022 18:45:16,N,AQUI_ALL,       69.78
04/15/2022 18:45:16,N,ARAGORN_RN,       68.90
04/15/2022 18:45:16,N,ASTRA_RN,       67.66
04/15/2022 18:45:16,N,ATK_ATKINSG7,       69.77
04/15/2022 18:45:16,N,AUSTPL_ALL,       69.66
04/15/2022 18:45:16,N,AVIAT_ALL,       69.02
04/15/2022 18:45:16,N,AZURE_RN,       68.35
04/15/2022 18:45:16,N,AZ_ALL,       69.75
04/15/2022 18:45:16,N,BAC_RN_ALL,       69.74
04/15/2022 18:45:16,N,BAFFIN_ALL,       -4.00
04/15/2022 18:45:16,N,BAIRDWND_ALL,       68.86
04/15/2022 18:45:16,N,BARROW_ALL,       68.87
04/15/2022 18:45:16,N,BASTEN_CC1,       69.66
04/15/2022 18:45:16,N,BASTEN_CCU,       69.66
04/15/2022 18:45:16,N,BATCAVE_RN,       69.50
04/15/2022 18:45:16,N,BBREEZE_1_2,       -4.01
04/15/2022 18:45:16,N,BCATWD_WD_1,      130.19
04/15/2022 18:45:16,N,BCH_RN,       69.73
04/15/2022 18:45:16,N,BCK_RN,       69.74
04/15/2022 18:45:16,N,BIGSTAR_ALL,       69.66
04/15/2022 18:45:16,N,BLACKJAK_RN,       69.64
04/15/2022 18:45:16,N,BLSMT1_5_A_6,       67.00
04/15/2022 18:45:16,N,BLUEJAY_RN,       69.77
04/15/2022 18:45:16,N,BOOTLEG_UN1,       68.98
04/15/2022 18:45:16,N,BORDAS_345,       69.63
04/15/2022 18:45:16,N,BOSQUESW_CC1,       70.21
04/15/2022 18:45:16,N,BOSQUESW_CC2,       70.04
04/15/2022 18:45:16,N,BOSQ_BSQSU_5,       70.04
04/15/2022 18:45:16,N,BOSQ_BSQS_12,       70.04
04/15/2022 18:45:16,N,BOSQ_BSQS_34,       70.21
04/15/2022 18:45:16,N,BRANDON_RN,       68.04
04/15/2022 18:45:16,N,BRAUNIG_CC1,       69.60
04/15/2022 18:45:16,N,BRAUNIG_VHB1,       69.61
04/15/2022 18:45:16,N,BRAUNIG_VHB2,       69.61
04/15/2022 18:45:16,N,BRAUNIG_VHB3,       69.60
04/15/2022 18:45:16,N,BRAZ_WND_ALL,       68.69
04/15/2022 18:45:16,N,BRA_AVR1_CT2,       69.60
04/15/2022 18:45:16,N,BRA_AVR_CST1,       69.60
04/15/2022 18:45:16,N,BRHEIGHT_RN,       69.74
04/15/2022 18:45:16,N,BRIGHTSD_RN,       69.63
04/15/2022 18:45:16,N,BRISCOE_WIND,       67.62
04/15/2022 18:45:16,N,BRPANGLE_RN,       69.73
04/15/2022 18:45:16,N,BRPMAGNO_RN,       69.74
04/15/2022 18:45:16,N,BRP_BRAZ_RN,       69.73
04/15/2022 18:45:16,N,BRP_DIKN_RN,       69.74
04/15/2022 18:45:16,N,BRP_LOOP_RN,       69.65
04/15/2022 18:45:16,N,BRP_LOP1_RN,       69.63
04/15/2022 18:45:16,N,BRP_PBL1_RN,       69.48
04/15/2022 18:45:16,N,BRP_PBL2_RN,       69.48
04/15/2022 18:45:16,N,BRP_RN_UNIT1,       69.59
04/15/2022 18:45:16,N,BRP_SEMI_RN,       69.74
04/15/2022 18:45:16,N,BRP_SWNY_RN,       69.73
04/15/2022 18:45:16,N,BRP_ZPT1_RN,       69.62
04/15/2022 18:45:16,N,BRP_ZPT2_RN,       69.62
04/15/2022 18:45:16,N,BRTSW_BCW1,       80.34
04/15/2022 18:45:16,N,BR_VHB6CT5_6,       69.61
04/15/2022 18:45:16,N,BR_VHB6CT7_8,       69.61
04/15/2022 18:45:16,N,BSS_U1,       69.73
04/15/2022 18:45:16,N,BTE_BTE_G1,       69.75
04/15/2022 18:45:16,N,BTE_BTE_G2,       69.75
04/15/2022 18:45:16,N,BTE_BTE_G3,       69.75
04/15/2022 18:45:16,N,BTE_BTE_G4,       69.75
04/15/2022 18:45:16,N,BTE_CC1,       69.75
04/15/2022 18:45:16,N,BTE_PUN1,       69.75
04/15/2022 18:45:16,N,BTE_PUN2,       69.75
04/15/2022 18:45:16,N,BUCHAN_ALL,       69.64
04/15/2022 18:45:16,N,BUCKTHRN_RN,       73.77
04/15/2022 18:45:16,N,BUFF_GAP_ALL,       69.24
04/15/2022 18:45:16,N,BULLCRK_1_2,       68.66
04/15/2022 18:45:16,N,BVE_CC1,       69.74
04/15/2022 18:45:16,N,BVE_UNIT1,       69.74
04/15/2022 18:45:16,N,BVE_UNIT2,       69.74
04/15/2022 18:45:16,N,BVE_UNIT3,       69.74
04/15/2022 18:45:16,N,BYRDR_ES_ALL,       69.73
04/15/2022 18:45:16,N,BYU_BYU_1,       69.75
04/15/2022 18:45:16,N,BYU_BYU_12,       69.75
04/15/2022 18:45:16,N,BYU_BYU_34,       69.75
04/15/2022 18:45:16,N,BYU_BYU_G8,       69.75
04/15/2022 18:45:16,N,BYU_CC1,       69.75
04/15/2022 18:45:16,N,BYU_PUN1,       69.75
04/15/2022 18:45:16,N,BYU_PUN2,       69.75
04/15/2022 18:45:16,N,BYU_PUN3,       69.75
04/15/2022 18:45:16,N,BYU_PUN4,       69.75
04/15/2022 18:45:16,N,B_DAVIS_3,       69.64
04/15/2022 18:45:16,N,B_DAVIS_4,       69.64
