SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
04/17/2022 14:50:16,N,AEEC,       43.68
04/17/2022 14:50:16,N,AJAXWIND_RN,       43.74
04/17/2022 14:50:16,N,ALGOD_ALL_RN,       40.97
04/17/2022 14:50:16,N,ALVIN_RN,       13.66
04/17/2022 14:50:16,N,AMADEUS_ALL,       43.67
04/17/2022 14:50:16,N,AMISTAD_ALL,       43.17
04/17/2022 14:50:16,N,AMOCOOIL_CC1,       70.13
04/17/2022 14:50:16,N,AMOCOOIL_CC2,       70.13
04/17/2022 14:50:16,N,AMOCO_PUN1,       70.13
04/17/2022 14:50:16,N,AMOCO_PUN2,       70.13
04/17/2022 14:50:16,N,AMO_AMOCO_1,       70.13
04/17/2022 14:50:16,N,AMO_AMOCO_2,       70.13
04/17/2022 14:50:16,N,AMO_AMOCO_5,       70.13
04/17/2022 14:50:16,N,AMO_AMOCO_G1,       70.13
04/17/2022 14:50:16,N,AMO_AMOCO_G2,       70.13
04/17/2022 14:50:16,N,AMO_AMOCO_G3,       70.13
04/17/2022 14:50:16,N,AMO_AMOCO_S1,       70.13
04/17/2022 14:50:16,N,AMO_AMOCO_S2,       70.13
04/17/2022 14:50:16,N,ANACACHO_ANA,       42.99
04/17/2022 14:50:16,N,ANCHOR_ALL,       43.85
04/17/2022 14:50:16,N,ANSON1_ALL,       43.71
04/17/2022 14:50:16,N,AQUI_ALL,       43.78
04/17/2022 14:50:16,N,ARAGORN_RN,       43.51
04/17/2022 14:50:16,N,ASTRA_RN,       43.70
04/17/2022 14:50:16,N,ATK_ATKINSG7,       44.41
04/17/2022 14:50:16,N,AUSTPL_ALL,       42.73
04/17/2022 14:50:16,N,AVIAT_ALL,       43.50
04/17/2022 14:50:16,N,AZURE_RN,       43.73
04/17/2022 14:50:16,N,AZ_ALL,       53.15
04/17/2022 14:50:16,N,BAC_RN_ALL,       70.13
04/17/2022 14:50:16,N,BAFFIN_ALL,      -30.93
04/17/2022 14:50:16,N,BAIRDWND_ALL,       43.79
04/17/2022 14:50:16,N,BARROW_ALL,       43.54
04/17/2022 14:50:16,N,BASTEN_CC1,       42.62
04/17/2022 14:50:16,N,BASTEN_CCU,       42.62
04/17/2022 14:50:16,N,BATCAVE_RN,       42.87
04/17/2022 14:50:16,N,BBREEZE_1_2,       48.21
04/17/2022 14:50:16,N,BCATWD_WD_1,       43.75
04/17/2022 14:50:16,N,BCH_RN,       43.70
04/17/2022 14:50:16,N,BCK_RN,       41.10
04/17/2022 14:50:16,N,BIGSTAR_ALL,       42.26
04/17/2022 14:50:16,N,BLACKJAK_RN,       41.02
04/17/2022 14:50:16,N,BLSMT1_5_A_6,       43.72
04/17/2022 14:50:16,N,BLUEJAY_RN,       44.47
04/17/2022 14:50:16,N,BOOTLEG_UN1,       43.45
04/17/2022 14:50:16,N,BORDAS_345,       45.48
04/17/2022 14:50:16,N,BOSQUESW_CC1,       43.73
04/17/2022 14:50:16,N,BOSQUESW_CC2,       43.72
04/17/2022 14:50:16,N,BOSQ_BSQSU_5,       43.72
04/17/2022 14:50:16,N,BOSQ_BSQS_12,       43.72
04/17/2022 14:50:16,N,BOSQ_BSQS_34,       43.73
04/17/2022 14:50:16,N,BRANDON_RN,       43.67
04/17/2022 14:50:16,N,BRAUNIG_CC1,       42.36
04/17/2022 14:50:16,N,BRAUNIG_VHB1,       42.44
04/17/2022 14:50:16,N,BRAUNIG_VHB2,       42.44
04/17/2022 14:50:16,N,BRAUNIG_VHB3,       42.46
04/17/2022 14:50:16,N,BRAZ_WND_ALL,       43.63
04/17/2022 14:50:16,N,BRA_AVR1_CT2,       42.36
04/17/2022 14:50:16,N,BRA_AVR_CST1,       42.36
04/17/2022 14:50:16,N,BRHEIGHT_RN,       70.13
04/17/2022 14:50:16,N,BRIGHTSD_RN,       42.83
04/17/2022 14:50:16,N,BRISCOE_WIND,       43.70
04/17/2022 14:50:16,N,BRPANGLE_RN,       41.72
04/17/2022 14:50:16,N,BRPMAGNO_RN,      131.99
04/17/2022 14:50:16,N,BRP_BRAZ_RN,       41.87
04/17/2022 14:50:16,N,BRP_DIKN_RN,      108.97
04/17/2022 14:50:16,N,BRP_LOOP_RN,       41.34
04/17/2022 14:50:16,N,BRP_LOP1_RN,       46.15
04/17/2022 14:50:16,N,BRP_PBL1_RN,       43.21
04/17/2022 14:50:16,N,BRP_PBL2_RN,       43.21
04/17/2022 14:50:16,N,BRP_RN_UNIT1,       42.50
04/17/2022 14:50:16,N,BRP_SEMI_RN,      -64.25
04/17/2022 14:50:16,N,BRP_SWNY_RN,       41.99
04/17/2022 14:50:16,N,BRP_ZPT1_RN,       45.75
04/17/2022 14:50:16,N,BRP_ZPT2_RN,       45.75
04/17/2022 14:50:16,N,BRTSW_BCW1,       43.79
04/17/2022 14:50:16,N,BR_VHB6CT5_6,       42.44
04/17/2022 14:50:16,N,BR_VHB6CT7_8,       42.44
04/17/2022 14:50:16,N,BSS_U1,       42.14
04/17/2022 14:50:16,N,BTE_BTE_G1,       52.34
04/17/2022 14:50:16,N,BTE_BTE_G2,       52.34
04/17/2022 14:50:16,N,BTE_BTE_G3,       52.34
04/17/2022 14:50:16,N,BTE_BTE_G4,       52.34
04/17/2022 14:50:16,N,BTE_CC1,       52.34
04/17/2022 14:50:16,N,BTE_PUN1,       52.34
04/17/2022 14:50:16,N,BTE_PUN2,       52.34
04/17/2022 14:50:16,N,BUCHAN_ALL,       42.75
04/17/2022 14:50:16,N,BUCKTHRN_RN,       43.76
04/17/2022 14:50:16,N,BUFF_GAP_ALL,       43.58
04/17/2022 14:50:16,N,BULLCRK_1_2,       43.62
04/17/2022 14:50:16,N,BVE_CC1,       42.43
04/17/2022 14:50:16,N,BVE_UNIT1,       42.43
04/17/2022 14:50:16,N,BVE_UNIT2,       42.43
04/17/2022 14:50:16,N,BVE_UNIT3,       42.43
04/17/2022 14:50:16,N,BYRDR_ES_ALL,       41.99
04/17/2022 14:50:16,N,BYU_BYU_1,       57.85
04/17/2022 14:50:16,N,BYU_BYU_12,       57.85
04/17/2022 14:50:16,N,BYU_BYU_34,       57.85
04/17/2022 14:50:16,N,BYU_BYU_G8,       57.85
04/17/2022 14:50:16,N,BYU_CC1,       57.85
04/17/2022 14:50:16,N,BYU_PUN1,       57.85
04/17/2022 14:50:16,N,BYU_PUN2,       57.85
04/17/2022 14:50:16,N,BYU_PUN3,       57.85
04/17/2022 14:50:16,N,BYU_PUN4,       57.85
04/17/2022 14:50:16,N,B_DAVIS_3,       17.04
04/17/2022 14:50:16,N,B_DAVIS_4,       17.04
04/17/2022 14:50:16,N,B_DAVIS_CC1,       17.04
04/17/2022 14:50:16,N,B_D_B_DAVIG1,       17.04
04/17/2022 14:50:16,N,B_D_B_DAVIG2,       17.04
04/17/2022 14:50:16,N,CABEZON_ALL,       45.51
04/17/2022 14:50:16,N,CALAVER_JKS1,       42.30
04/17/2022 14:50:16,N,CALAVER_JKS2,       42.30
04/17/2022 14:50:16,N,CALAVER_JTD1,       42.45
04/17/2022 14:50:16,N,CALAVER_JTD2,       42.45
04/17/2022 14:50:16,N,CALAVER_OWS1,       42.45
04/17/2022 14:50:16,N,CALAVER_OWS2,       42.44
04/17/2022 14:50:16,N,CALHOUN_ALL,       40.57
04/17/2022 14:50:16,N,CALLAHA_WND1,       43.60
04/17/2022 14:50:16,N,CAL_CALGT1,       53.21
04/17/2022 14:50:16,N,CAL_CALSTG1,       53.21
04/17/2022 14:50:16,N,CAL_CC1,       53.21
04/17/2022 14:50:16,N,CAL_PUN1,       53.21
04/17/2022 14:50:16,N,CAL_PUN2,       53.21
04/17/2022 14:50:16,N,CAMWIND_RN,       48.62
04/17/2022 14:50:16,N,CAPRIDG4_CR4,       43.50
04/17/2022 14:50:16,N,CAPRIDGE_ALL,       43.50
04/17/2022 14:50:16,N,CARBN_BSP_1,       43.58
04/17/2022 14:50:16,N,CASL_GAP_UN1,       43.47
04/17/2022 14:50:16,N,CBECII_1,       39.84
04/17/2022 14:50:16,N,CBECII_2,       39.84
04/17/2022 14:50:16,N,CBECII_89,       39.84
04/17/2022 14:50:16,N,CBECII_CC3,       39.84
04/17/2022 14:50:16,N,CBECII_CT7,       39.84
04/17/2022 14:50:16,N,CBEC_ALL,       41.20
04/17/2022 14:50:16,N,CBEC_CC1,       41.20
04/17/2022 14:50:16,N,CBEC_CC2,       41.20
04/17/2022 14:50:16,N,CBY4_ALL,       52.77
04/17/2022 14:50:16,N,CBY4_CC1,       52.77
04/17/2022 14:50:16,N,CBY_CBY_G1,       53.08
04/17/2022 14:50:16,N,CBY_CBY_G2,       53.05
04/17/2022 14:50:16,N,CCEC_CC1,       33.02
04/17/2022 14:50:16,N,CCEC_GT1,       33.02
04/17/2022 14:50:16,N,CCEC_GT2,       33.02
04/17/2022 14:50:16,N,CCEC_PUN1,       33.02
04/17/2022 14:50:16,N,CCEC_PUN2,       33.02
04/17/2022 14:50:16,N,CCEC_ST1,       33.02
04/17/2022 14:50:16,N,CEDROHI_CHW1,       45.42
04/17/2022 14:50:16,N,CFLATS_UNIT,       43.23
04/17/2022 14:50:16,N,CHALUP_ALL,       48.82
04/17/2022 14:50:16,N,CHAMON_UN1,       50.54
04/17/2022 14:50:16,N,CHAMON_UN2,       50.54
04/17/2022 14:50:16,N,CHEDPW_GT2,       49.13
04/17/2022 14:50:16,N,CHE_CC1,       49.33
04/17/2022 14:50:16,N,CHE_LYD,       49.71
04/17/2022 14:50:16,N,CHE_LYD2,       49.71
04/17/2022 14:50:16,N,CHE_PUN1,       49.71
04/17/2022 14:50:16,N,CHE_PUN2,       49.71
04/17/2022 14:50:16,N,CHISMGRD_RN,       43.81
04/17/2022 14:50:16,N,CITYVICT_ALL,       41.27
04/17/2022 14:50:16,N,CN_BRKS_UNT1,       43.70
04/17/2022 14:50:16,N,COL_COLETOG1,       41.48
04/17/2022 14:50:16,N,CONIGLIO_RN,       43.86
04/17/2022 14:50:16,N,CORAZON_RN,       45.01
04/17/2022 14:50:16,N,COTPLNS_RN,       43.70
04/17/2022 14:50:16,N,COTTON_PAP2,       38.06
04/17/2022 14:50:16,N,CPSES_UNIT1,       43.80
04/17/2022 14:50:16,N,CPSES_UNIT2,       43.80
04/17/2022 14:50:16,N,CRANELL_ALL,       41.02
04/17/2022 14:50:16,N,CROSSETT_ALL,       43.47
04/17/2022 14:50:16,N,CSC_CSECG1_2,       43.64
04/17/2022 14:50:16,N,CVC_CC1,       49.06
04/17/2022 14:50:16,N,CVC_CVCG1_5,       49.06
04/17/2022 14:50:16,N,CVC_CVC_G2,       49.06
04/17/2022 14:50:16,N,CVC_CVC_G3,       49.06
04/17/2022 14:50:16,N,DANSBY_ALL,       44.36
04/17/2022 14:50:16,N,DC2SES_ALL,       43.80
04/17/2022 14:50:16,N,DC_E,       43.86
04/17/2022 14:50:16,N,DC_L,       45.07
04/17/2022 14:50:16,N,DC_N,       43.73
04/17/2022 14:50:16,N,DC_R,       46.98
04/17/2022 14:50:16,N,DC_S,       43.20
04/17/2022 14:50:16,N,DDPEC_CC1,       57.34
04/17/2022 14:50:16,N,DDPEC_GT1,       57.34
04/17/2022 14:50:16,N,DDPEC_GT2,       57.34
04/17/2022 14:50:16,N,DDPEC_GT3,       57.34
04/17/2022 14:50:16,N,DDPEC_GT4,       57.34
04/17/2022 14:50:16,N,DDPEC_GT6,       57.34
04/17/2022 14:50:16,N,DDPEC_ST1,       57.34
04/17/2022 14:50:16,N,DECKER_DPG1,       42.72
04/17/2022 14:50:16,N,DECKER_DPG2,       42.72
04/17/2022 14:50:16,N,DECKER_GT,       42.73
04/17/2022 14:50:16,N,DENISON_G1_2,       43.85
04/17/2022 14:50:16,N,DERMOTT_ALL,       43.67
04/17/2022 14:50:16,N,DIB_CC1,       54.61
04/17/2022 14:50:16,N,DIB_DIB_G1,       54.61
04/17/2022 14:50:16,N,DIB_DIB_G2,       54.61
04/17/2022 14:50:16,N,DIB_DIB_G3,       54.61
04/17/2022 14:50:16,N,DIB_DIB_G4,       54.61
04/17/2022 14:50:16,N,DIB_PUN1,       54.61
04/17/2022 14:50:16,N,DIB_PUN2,       54.61
04/17/2022 14:50:16,N,DOWGEN_PUN1,       37.60
04/17/2022 14:50:16,N,DOWGEN_PUN2,       37.60
04/17/2022 14:50:16,N,DOWGEN_PUN3,       37.60
04/17/2022 14:50:16,N,DOW_61_2_63,       37.60
04/17/2022 14:50:16,N,DOW_64,       37.60
04/17/2022 14:50:16,N,DOW_81_2_84,       37.60
04/17/2022 14:50:16,N,DOW_G37_G35,       37.60
04/17/2022 14:50:16,N,DOW_G66_ST65,       37.60
04/17/2022 14:50:16,N,DOW_G67,       37.60
04/17/2022 14:50:16,N,DOW_G96_ST95,       37.60
04/17/2022 14:50:16,N,DUKE_CC1,       47.01
04/17/2022 14:50:16,N,DUKE_GST1CCU,       47.01
04/17/2022 14:50:16,N,DUKE_GT2_CCU,       47.01
04/17/2022 14:50:16,N,DUP_PUN1,       41.09
04/17/2022 14:50:16,N,DUP_PUN2,       41.09
04/17/2022 14:50:16,N,DUP_PUN3,       41.09
04/17/2022 14:50:16,N,DUP_PUN4,       41.09
04/17/2022 14:50:16,N,ECLIPSE_UN1,       43.04
04/17/2022 14:50:16,N,ELB_ELBCREEK,       43.57
04/17/2022 14:50:16,N,ELECTRAW_1_2,       43.73
04/17/2022 14:50:16,N,ELS_RN_1,       43.85
04/17/2022 14:50:16,N,EL_RAYO_ALL,       47.66
04/17/2022 14:50:16,N,ENAS_ENA1,       43.62
04/17/2022 14:50:16,N,ERSL_RN,       42.92
04/17/2022 14:50:16,N,ETCCS_CC1,       43.87
04/17/2022 14:50:16,N,ETCCS_CCU,       43.87
04/17/2022 14:50:16,N,EUNICE_ALL,       43.55
04/17/2022 14:50:16,N,EXGNSND_RN,       45.75
04/17/2022 14:50:16,N,EXGNWTL_1,       45.42
04/17/2022 14:50:16,N,EXN_14,       52.70
04/17/2022 14:50:16,N,EXN_1_3,       52.70
04/17/2022 14:50:16,N,EXN_4,       52.70
04/17/2022 14:50:16,N,EXN_8,       52.70
04/17/2022 14:50:16,N,EXN_9_13,       52.70
04/17/2022 14:50:16,N,EXN_PUN1,       52.70
04/17/2022 14:50:16,N,EXN_PUN2,       52.70
04/17/2022 14:50:16,N,EXN_PUN3,       52.70
04/17/2022 14:50:16,N,E_BLACK_RN,       42.90
04/17/2022 14:50:16,N,FAL_FALCONG1,       46.36
04/17/2022 14:50:16,N,FAL_FALCONG2,       46.36
04/17/2022 14:50:16,N,FAL_FALCONG3,       46.36
04/17/2022 14:50:16,N,FAULKNER_RN,       43.51
04/17/2022 14:50:16,N,FEGC_RN,       44.81
04/17/2022 14:50:16,N,FERGCC_CC1,       42.74
04/17/2022 14:50:16,N,FERGCC_GT1_1,       42.74
04/17/2022 14:50:16,N,FERGCC_GT2_3,       42.74
04/17/2022 14:50:16,N,FERGCC_ST1_5,       42.74
04/17/2022 14:50:16,N,FERMI_ALL,       43.24
04/17/2022 14:50:16,N,FLCNS_CC1,       43.57
04/17/2022 14:50:16,N,FLCNS_UNIT1,       43.57
04/17/2022 14:50:16,N,FLCNS_UNIT2,       43.57
04/17/2022 14:50:16,N,FLCNS_UNIT3,       43.57
04/17/2022 14:50:16,N,FLOWERII_RN,       43.50
04/17/2022 14:50:16,N,FLTBES1,       43.50
04/17/2022 14:50:16,N,FLTCK_SSI,       43.72
04/17/2022 14:50:16,N,FLUVANNA_1_2,       43.66
04/17/2022 14:50:16,N,FLVABES1_ESR,       43.50
04/17/2022 14:50:16,N,FOARDCTY_ALL,       43.72
04/17/2022 14:50:16,N,FORMOSA_CC1,       40.55
04/17/2022 14:50:16,N,FORMOSA_CC2,       40.55
04/17/2022 14:50:16,N,FORMOSA_PUN1,       40.55
04/17/2022 14:50:16,N,FORMOSA_PUN2,       40.55
04/17/2022 14:50:16,N,FOXTROT_ALL,       41.75
04/17/2022 14:50:16,N,FO_FORMOSA11,       40.55
04/17/2022 14:50:16,N,FO_FORMOSA12,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG1,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG10,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG13,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG14,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG15,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG2,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG3,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG4,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG5,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG6,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG7,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG8,       40.55
04/17/2022 14:50:16,N,FO_FORMOSG9,       40.55
04/17/2022 14:50:16,N,FPPYD_FPP_G1,       42.26
04/17/2022 14:50:16,N,FPPYD_FPP_G2,       42.26
04/17/2022 14:50:16,N,FPPYD_FPP_G3,       42.26
04/17/2022 14:50:16,N,FREC_1_CCU,       43.89
04/17/2022 14:50:16,N,FREC_2_CCU,       43.89
