SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
04/17/2022 15:30:15,N,AEEC,       51.45
04/17/2022 15:30:15,N,AJAXWIND_RN,       51.48
04/17/2022 15:30:15,N,ALGOD_ALL_RN,       49.24
04/17/2022 15:30:15,N,ALVIN_RN,       30.02
04/17/2022 15:30:15,N,AMADEUS_ALL,       51.44
04/17/2022 15:30:15,N,AMISTAD_ALL,       51.28
04/17/2022 15:30:15,N,AMOCOOIL_CC1,       70.20
04/17/2022 15:30:15,N,AMOCOOIL_CC2,       70.20
04/17/2022 15:30:15,N,AMOCO_PUN1,       70.20
04/17/2022 15:30:15,N,AMOCO_PUN2,       70.20
04/17/2022 15:30:15,N,AMO_AMOCO_1,       70.20
04/17/2022 15:30:15,N,AMO_AMOCO_2,       70.20
04/17/2022 15:30:15,N,AMO_AMOCO_5,       70.20
04/17/2022 15:30:15,N,AMO_AMOCO_G1,       70.20
04/17/2022 15:30:15,N,AMO_AMOCO_G2,       70.20
04/17/2022 15:30:15,N,AMO_AMOCO_G3,       70.20
04/17/2022 15:30:15,N,AMO_AMOCO_S1,       70.20
04/17/2022 15:30:15,N,AMO_AMOCO_S2,       70.20
04/17/2022 15:30:15,N,ANACACHO_ANA,       51.17
04/17/2022 15:30:15,N,ANCHOR_ALL,       51.56
04/17/2022 15:30:15,N,ANSON1_ALL,       51.47
04/17/2022 15:30:15,N,AQUI_ALL,       51.51
04/17/2022 15:30:15,N,ARAGORN_RN,       51.34
04/17/2022 15:30:15,N,ASTRA_RN,       51.46
04/17/2022 15:30:15,N,ATK_ATKINSG7,       51.94
04/17/2022 15:30:15,N,AUSTPL_ALL,       50.78
04/17/2022 15:30:15,N,AVIAT_ALL,       51.33
04/17/2022 15:30:15,N,AZURE_RN,       51.48
04/17/2022 15:30:15,N,AZ_ALL,       58.12
04/17/2022 15:30:15,N,BAC_RN_ALL,       70.20
04/17/2022 15:30:15,N,BAFFIN_ALL,      -30.93
04/17/2022 15:30:15,N,BAIRDWND_ALL,       51.51
04/17/2022 15:30:15,N,BARROW_ALL,       51.36
04/17/2022 15:30:15,N,BASTEN_CC1,       50.70
04/17/2022 15:30:15,N,BASTEN_CCU,       50.70
04/17/2022 15:30:15,N,BATCAVE_RN,       50.89
04/17/2022 15:30:15,N,BBREEZE_1_2,       57.27
04/17/2022 15:30:15,N,BCATWD_WD_1,       51.49
04/17/2022 15:30:15,N,BCH_RN,       51.39
04/17/2022 15:30:15,N,BCK_RN,       49.54
04/17/2022 15:30:15,N,BIGSTAR_ALL,       50.44
04/17/2022 15:30:15,N,BLACKJAK_RN,       49.29
04/17/2022 15:30:15,N,BLSMT1_5_A_6,       51.47
