SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
04/16/2022 04:00:18,N,AEEC,       33.31
04/16/2022 04:00:18,N,AJAXWIND_RN,       33.21
04/16/2022 04:00:18,N,ALGOD_ALL_RN,       35.85
04/16/2022 04:00:18,N,ALVIN_RN,       35.27
04/16/2022 04:00:18,N,AMADEUS_ALL,       32.35
04/16/2022 04:00:18,N,AMISTAD_ALL,       39.58
04/16/2022 04:00:18,N,AMOCOOIL_CC1,       35.24
04/16/2022 04:00:18,N,AMOCOOIL_CC2,       35.24
04/16/2022 04:00:18,N,AMOCO_PUN1,       35.24
04/16/2022 04:00:18,N,AMOCO_PUN2,       35.24
04/16/2022 04:00:18,N,AMO_AMOCO_1,       35.24
04/16/2022 04:00:18,N,AMO_AMOCO_2,       35.24
04/16/2022 04:00:18,N,AMO_AMOCO_5,       35.24
04/16/2022 04:00:18,N,AMO_AMOCO_G1,       35.24
04/16/2022 04:00:18,N,AMO_AMOCO_G2,       35.24
04/16/2022 04:00:18,N,AMO_AMOCO_G3,       35.24
04/16/2022 04:00:18,N,AMO_AMOCO_S1,       35.24
04/16/2022 04:00:18,N,AMO_AMOCO_S2,       35.24
04/16/2022 04:00:18,N,ANACACHO_ANA,       37.99
04/16/2022 04:00:18,N,ANCHOR_ALL,       34.08
04/16/2022 04:00:18,N,ANSON1_ALL,       33.61
04/16/2022 04:00:18,N,AQUI_ALL,       34.74
04/16/2022 04:00:18,N,ARAGORN_RN,       50.25
04/16/2022 04:00:18,N,ASTRA_RN,       33.21
04/16/2022 04:00:18,N,ATK_ATKINSG7,       35.07
04/16/2022 04:00:18,N,AUSTPL_ALL,       35.58
04/16/2022 04:00:18,N,AVIAT_ALL,       35.75
04/16/2022 04:00:18,N,AZURE_RN,       33.38
04/16/2022 04:00:18,N,AZ_ALL,       35.21
04/16/2022 04:00:18,N,BAC_RN_ALL,       35.24
04/16/2022 04:00:18,N,BAFFIN_ALL,       35.83
04/16/2022 04:00:18,N,BAIRDWND_ALL,       33.83
04/16/2022 04:00:18,N,BARROW_ALL,       54.16
04/16/2022 04:00:18,N,BASTEN_CC1,       35.56
04/16/2022 04:00:18,N,BASTEN_CCU,       35.56
04/16/2022 04:00:18,N,BATCAVE_RN,       36.04
04/16/2022 04:00:18,N,BBREEZE_1_2,       35.91
04/16/2022 04:00:18,N,BCATWD_WD_1,      -32.91
04/16/2022 04:00:18,N,BCH_RN,       35.30
04/16/2022 04:00:18,N,BCK_RN,       35.30
04/16/2022 04:00:18,N,BIGSTAR_ALL,       35.57
04/16/2022 04:00:18,N,BLACKJAK_RN,       35.84
04/16/2022 04:00:18,N,BLSMT1_5_A_6,       33.27
04/16/2022 04:00:18,N,BLUEJAY_RN,       35.06
04/16/2022 04:00:18,N,BOOTLEG_UN1,       46.49
04/16/2022 04:00:18,N,BORDAS_345,       35.94
04/16/2022 04:00:18,N,BOSQUESW_CC1,       35.10
04/16/2022 04:00:18,N,BOSQUESW_CC2,       35.04
04/16/2022 04:00:18,N,BOSQ_BSQSU_5,       35.04
04/16/2022 04:00:18,N,BOSQ_BSQS_12,       35.04
04/16/2022 04:00:18,N,BOSQ_BSQS_34,       35.10
04/16/2022 04:00:18,N,BRANDON_RN,       33.41
04/16/2022 04:00:18,N,BRAUNIG_CC1,       36.03
04/16/2022 04:00:18,N,BRAUNIG_VHB1,       35.97
04/16/2022 04:00:18,N,BRAUNIG_VHB2,       35.98
04/16/2022 04:00:18,N,BRAUNIG_VHB3,       36.00
04/16/2022 04:00:18,N,BRAZ_WND_ALL,       23.99
04/16/2022 04:00:18,N,BRA_AVR1_CT2,       36.03
04/16/2022 04:00:18,N,BRA_AVR_CST1,       36.03
04/16/2022 04:00:18,N,BRHEIGHT_RN,       35.24
