SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
04/17/2022 20:00:19,N,AEEC,       87.91
04/17/2022 20:00:19,N,AJAXWIND_RN,       58.82
04/17/2022 20:00:19,N,ALGOD_ALL_RN,       89.50
04/17/2022 20:00:19,N,ALVIN_RN,       84.08
04/17/2022 20:00:19,N,AMADEUS_ALL,       50.48
04/17/2022 20:00:19,N,AMISTAD_ALL,      283.31
04/17/2022 20:00:19,N,AMOCOOIL_CC1,       83.53
04/17/2022 20:00:19,N,AMOCOOIL_CC2,       83.53
04/17/2022 20:00:19,N,AMOCO_PUN1,       83.53
04/17/2022 20:00:19,N,AMOCO_PUN2,       83.53
04/17/2022 20:00:19,N,AMO_AMOCO_1,       83.53
04/17/2022 20:00:19,N,AMO_AMOCO_2,       83.53
04/17/2022 20:00:19,N,AMO_AMOCO_5,       83.53
04/17/2022 20:00:19,N,AMO_AMOCO_G1,       83.53
04/17/2022 20:00:19,N,AMO_AMOCO_G2,       83.53
04/17/2022 20:00:19,N,AMO_AMOCO_G3,       83.53
04/17/2022 20:00:19,N,AMO_AMOCO_S1,       83.53
04/17/2022 20:00:19,N,AMO_AMOCO_S2,       83.53
04/17/2022 20:00:19,N,ANACACHO_ANA,      215.29
04/17/2022 20:00:19,N,ANCHOR_ALL,       66.13
04/17/2022 20:00:19,N,ANSON1_ALL,       62.29
04/17/2022 20:00:19,N,AQUI_ALL,       71.77
04/17/2022 20:00:19,N,ARAGORN_RN,      532.01
04/17/2022 20:00:19,N,ASTRA_RN,       72.80
04/17/2022 20:00:19,N,ATK_ATKINSG7,       79.33
04/17/2022 20:00:19,N,AUSTPL_ALL,       93.72
04/17/2022 20:00:19,N,AVIAT_ALL,       67.37
04/17/2022 20:00:19,N,AZURE_RN,       60.32
04/17/2022 20:00:19,N,AZ_ALL,       82.78
04/17/2022 20:00:19,N,BAC_RN_ALL,       83.53
04/17/2022 20:00:19,N,BAFFIN_ALL,       85.98
04/17/2022 20:00:19,N,BAIRDWND_ALL,       64.05
04/17/2022 20:00:19,N,BARROW_ALL,      565.13
04/17/2022 20:00:19,N,BASTEN_CC1,       93.70
04/17/2022 20:00:19,N,BASTEN_CCU,       93.70
04/17/2022 20:00:19,N,BATCAVE_RN,      104.10
04/17/2022 20:00:19,N,BBREEZE_1_2,       58.31
04/17/2022 20:00:19,N,BCATWD_WD_1,       58.63
04/17/2022 20:00:19,N,BCH_RN,       85.00
04/17/2022 20:00:19,N,BCK_RN,       84.94
04/17/2022 20:00:19,N,BIGSTAR_ALL,       93.68
04/17/2022 20:00:19,N,BLACKJAK_RN,       90.30
04/17/2022 20:00:19,N,BLSMT1_5_A_6,       60.78
04/17/2022 20:00:19,N,BLUEJAY_RN,       79.15
04/17/2022 20:00:19,N,BOOTLEG_UN1,      482.86
04/17/2022 20:00:19,N,BORDAS_345,       42.95
04/17/2022 20:00:19,N,BOSQUESW_CC1,       72.68
04/17/2022 20:00:19,N,BOSQUESW_CC2,       73.92
04/17/2022 20:00:19,N,BOSQ_BSQSU_5,       73.92
04/17/2022 20:00:19,N,BOSQ_BSQS_12,       73.92
04/17/2022 20:00:19,N,BOSQ_BSQS_34,       72.68
04/17/2022 20:00:19,N,BRANDON_RN,       98.52
04/17/2022 20:00:19,N,BRAUNIG_CC1,      108.78
04/17/2022 20:00:19,N,BRAUNIG_VHB1,      108.38
04/17/2022 20:00:19,N,BRAUNIG_VHB2,      108.82
04/17/2022 20:00:19,N,BRAUNIG_VHB3,      109.59
04/17/2022 20:00:19,N,BRAZ_WND_ALL,      -89.18
04/17/2022 20:00:19,N,BRA_AVR1_CT2,      108.78
04/17/2022 20:00:19,N,BRA_AVR_CST1,      108.78
04/17/2022 20:00:19,N,BRHEIGHT_RN,       83.53
04/17/2022 20:00:19,N,BRIGHTSD_RN,      105.07
04/17/2022 20:00:19,N,BRISCOE_WIND,       69.85
04/17/2022 20:00:19,N,BRPANGLE_RN,       85.55
04/17/2022 20:00:19,N,BRPMAGNO_RN,       83.80
04/17/2022 20:00:19,N,BRP_BRAZ_RN,       85.55
04/17/2022 20:00:19,N,BRP_DIKN_RN,       83.68
04/17/2022 20:00:19,N,BRP_LOOP_RN,       95.95
04/17/2022 20:00:19,N,BRP_LOP1_RN,       31.32
04/17/2022 20:00:19,N,BRP_PBL1_RN,      233.40
04/17/2022 20:00:19,N,BRP_PBL2_RN,      233.40
04/17/2022 20:00:19,N,BRP_RN_UNIT1,      111.30
04/17/2022 20:00:19,N,BRP_SEMI_RN,       83.86
04/17/2022 20:00:19,N,BRP_SWNY_RN,       85.55
04/17/2022 20:00:19,N,BRP_ZPT1_RN,       20.42
04/17/2022 20:00:19,N,BRP_ZPT2_RN,       20.42
04/17/2022 20:00:19,N,BRTSW_BCW1,       61.52
04/17/2022 20:00:19,N,BR_VHB6CT5_6,      108.38
04/17/2022 20:00:19,N,BR_VHB6CT7_8,      108.38
04/17/2022 20:00:19,N,BSS_U1,       85.55
04/17/2022 20:00:19,N,BTE_BTE_G1,       82.59
04/17/2022 20:00:19,N,BTE_BTE_G2,       82.59
04/17/2022 20:00:19,N,BTE_BTE_G3,       82.59
04/17/2022 20:00:19,N,BTE_BTE_G4,       82.59
04/17/2022 20:00:19,N,BTE_CC1,       82.59
04/17/2022 20:00:19,N,BTE_PUN1,       82.59
04/17/2022 20:00:19,N,BTE_PUN2,       82.59
04/17/2022 20:00:19,N,BUCHAN_ALL,       95.81
04/17/2022 20:00:19,N,BUCKTHRN_RN,       61.45
04/17/2022 20:00:19,N,BUFF_GAP_ALL,       43.39
04/17/2022 20:00:19,N,BULLCRK_1_2,      124.47
04/17/2022 20:00:19,N,BVE_CC1,       84.12
04/17/2022 20:00:19,N,BVE_UNIT1,       84.12
04/17/2022 20:00:19,N,BVE_UNIT2,       84.12
