SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
04/18/2022 23:00:20,N,AEEC,       40.93
04/18/2022 23:00:20,N,AJAXWIND_RN,       40.83
04/18/2022 23:00:20,N,ALGOD_ALL_RN,       39.31
04/18/2022 23:00:20,N,ALVIN_RN,       40.02
04/18/2022 23:00:20,N,AMADEUS_ALL,       40.98
04/18/2022 23:00:20,N,AMISTAD_ALL,       21.11
04/18/2022 23:00:20,N,AMOCOOIL_CC1,       40.04
04/18/2022 23:00:20,N,AMOCOOIL_CC2,       40.04
04/18/2022 23:00:20,N,AMOCO_PUN1,       40.04
04/18/2022 23:00:20,N,AMOCO_PUN2,       40.04
04/18/2022 23:00:20,N,AMO_AMOCO_1,       40.04
04/18/2022 23:00:20,N,AMO_AMOCO_2,       40.04
04/18/2022 23:00:20,N,AMO_AMOCO_5,       40.04
04/18/2022 23:00:20,N,AMO_AMOCO_G1,       40.04
04/18/2022 23:00:20,N,AMO_AMOCO_G2,       40.04
04/18/2022 23:00:20,N,AMO_AMOCO_G3,       40.04
04/18/2022 23:00:20,N,AMO_AMOCO_S1,       40.04
04/18/2022 23:00:20,N,AMO_AMOCO_S2,       40.04
04/18/2022 23:00:20,N,ANACACHO_ANA,       29.35
04/18/2022 23:00:20,N,ANCHOR_ALL,       40.74
04/18/2022 23:00:20,N,ANSON1_ALL,       40.89
04/18/2022 23:00:20,N,AQUI_ALL,       40.61
04/18/2022 23:00:20,N,ARAGORN_RN,       41.58
04/18/2022 23:00:20,N,ASTRA_RN,      -19.02
04/18/2022 23:00:20,N,ATK_ATKINSG7,       40.22
04/18/2022 23:00:20,N,AUSTPL_ALL,       39.93
04/18/2022 23:00:20,N,AVIAT_ALL,       41.11
04/18/2022 23:00:20,N,AZURE_RN,       40.86
04/18/2022 23:00:20,N,AZ_ALL,       40.07
04/18/2022 23:00:20,N,BAC_RN_ALL,       40.04
04/18/2022 23:00:20,N,BAFFIN_ALL,         .05
04/18/2022 23:00:20,N,BAIRDWND_ALL,       40.80
04/18/2022 23:00:20,N,BARROW_ALL,       41.46
04/18/2022 23:00:20,N,BASTEN_CC1,       39.85
04/18/2022 23:00:20,N,BASTEN_CCU,       39.85
04/18/2022 23:00:20,N,BATCAVE_RN,       40.17
04/18/2022 23:00:20,N,BBREEZE_1_2,         .05
04/18/2022 23:00:20,N,BCATWD_WD_1,       40.80
04/18/2022 23:00:20,N,BCH_RN,       39.99
04/18/2022 23:00:20,N,BCK_RN,       39.99
04/18/2022 23:00:20,N,BIGSTAR_ALL,       39.87
04/18/2022 23:00:20,N,BLACKJAK_RN,       39.33
04/18/2022 23:00:20,N,BLSMT1_5_A_6,       40.85
04/18/2022 23:00:20,N,BLUEJAY_RN,       40.22
04/18/2022 23:00:20,N,BOOTLEG_UN1,       41.76
04/18/2022 23:00:20,N,BORDAS_345,       38.99
04/18/2022 23:00:20,N,BOSQUESW_CC1,       40.56
04/18/2022 23:00:20,N,BOSQUESW_CC2,       40.56
04/18/2022 23:00:20,N,BOSQ_BSQSU_5,       40.56
04/18/2022 23:00:20,N,BOSQ_BSQS_12,       40.56
04/18/2022 23:00:20,N,BOSQ_BSQS_34,       40.56
04/18/2022 23:00:20,N,BRANDON_RN,       40.95
04/18/2022 23:00:20,N,BRAUNIG_CC1,       39.46
04/18/2022 23:00:20,N,BRAUNIG_VHB1,       39.41
04/18/2022 23:00:20,N,BRAUNIG_VHB2,       39.41
04/18/2022 23:00:20,N,BRAUNIG_VHB3,       39.40
04/18/2022 23:00:20,N,BRAZ_WND_ALL,       41.04
04/18/2022 23:00:20,N,BRA_AVR1_CT2,       39.46
04/18/2022 23:00:20,N,BRA_AVR_CST1,       39.46
04/18/2022 23:00:20,N,BRHEIGHT_RN,       40.04
04/18/2022 23:00:20,N,BRIGHTSD_RN,       39.08
04/18/2022 23:00:20,N,BRISCOE_WIND,      -19.03
04/18/2022 23:00:20,N,BRPANGLE_RN,       39.96
04/18/2022 23:00:20,N,BRPMAGNO_RN,       40.03
04/18/2022 23:00:20,N,BRP_BRAZ_RN,       39.96
04/18/2022 23:00:20,N,BRP_DIKN_RN,       40.04
04/18/2022 23:00:20,N,BRP_LOOP_RN,       39.42
04/18/2022 23:00:20,N,BRP_LOP1_RN,       38.85
04/18/2022 23:00:20,N,BRP_PBL1_RN,       29.44
04/18/2022 23:00:20,N,BRP_PBL2_RN,       29.44
04/18/2022 23:00:20,N,BRP_RN_UNIT1,       39.50
04/18/2022 23:00:20,N,BRP_SEMI_RN,       40.03
04/18/2022 23:00:20,N,BRP_SWNY_RN,       39.96
04/18/2022 23:00:20,N,BRP_ZPT1_RN,       38.75
04/18/2022 23:00:20,N,BRP_ZPT2_RN,       38.75
04/18/2022 23:00:20,N,BRTSW_BCW1,       40.73
04/18/2022 23:00:20,N,BR_VHB6CT5_6,       39.41
04/18/2022 23:00:20,N,BR_VHB6CT7_8,       39.41
04/18/2022 23:00:20,N,BSS_U1,       39.96
04/18/2022 23:00:20,N,BTE_BTE_G1,       40.08
04/18/2022 23:00:20,N,BTE_BTE_G2,       40.08
04/18/2022 23:00:20,N,BTE_BTE_G3,       40.08
