SCEDTimestamp,RepeatedHourFlag,SettlementPoint,LMP
04/18/2022 11:05:17,N,AEEC,      -11.33
04/18/2022 11:05:17,N,AJAXWIND_RN,      -42.73
04/18/2022 11:05:17,N,ALGOD_ALL_RN,       27.14
04/18/2022 11:05:17,N,ALVIN_RN,      -42.77
04/18/2022 11:05:17,N,AMADEUS_ALL,        8.98
04/18/2022 11:05:17,N,AMISTAD_ALL,      -36.46
04/18/2022 11:05:17,N,AMOCOOIL_CC1,      132.24
04/18/2022 11:05:17,N,AMOCOOIL_CC2,      132.24
04/18/2022 11:05:17,N,AMOCO_PUN1,      132.24
04/18/2022 11:05:17,N,AMOCO_PUN2,      132.24
04/18/2022 11:05:17,N,AMO_AMOCO_1,      132.24
04/18/2022 11:05:17,N,AMO_AMOCO_2,      132.24
04/18/2022 11:05:17,N,AMO_AMOCO_5,      132.24
04/18/2022 11:05:17,N,AMO_AMOCO_G1,      132.24
04/18/2022 11:05:17,N,AMO_AMOCO_G2,      132.24
04/18/2022 11:05:17,N,AMO_AMOCO_G3,      132.24
04/18/2022 11:05:17,N,AMO_AMOCO_S1,      132.24
04/18/2022 11:05:17,N,AMO_AMOCO_S2,      132.24
04/18/2022 11:05:17,N,ANACACHO_ANA,      -34.10
04/18/2022 11:05:17,N,ANCHOR_ALL,       19.87
04/18/2022 11:05:17,N,ANSON1_ALL,       10.73
04/18/2022 11:05:17,N,AQUI_ALL,       33.90
04/18/2022 11:05:17,N,ARAGORN_RN,       12.29
04/18/2022 11:05:17,N,ASTRA_RN,      -17.08
04/18/2022 11:05:17,N,ATK_ATKINSG7,       34.50
04/18/2022 11:05:17,N,AUSTPL_ALL,       28.25
04/18/2022 11:05:17,N,AVIAT_ALL,       18.81
04/18/2022 11:05:17,N,AZURE_RN,        2.75
04/18/2022 11:05:17,N,AZ_ALL,       59.62
04/18/2022 11:05:17,N,BAC_RN_ALL,      132.24
04/18/2022 11:05:17,N,BAFFIN_ALL,       27.05
04/18/2022 11:05:17,N,BAIRDWND_ALL,       14.13
04/18/2022 11:05:17,N,BARROW_ALL,       12.01
04/18/2022 11:05:17,N,BASTEN_CC1,       27.75
04/18/2022 11:05:17,N,BASTEN_CCU,       27.75
04/18/2022 11:05:17,N,BATCAVE_RN,       25.59
04/18/2022 11:05:17,N,BBREEZE_1_2,       27.05
04/18/2022 11:05:17,N,BCATWD_WD_1,     1286.13
04/18/2022 11:05:17,N,BCH_RN,       37.27
04/18/2022 11:05:17,N,BCK_RN,       27.22
04/18/2022 11:05:17,N,BIGSTAR_ALL,       27.58
04/18/2022 11:05:17,N,BLACKJAK_RN,       27.15
04/18/2022 11:05:17,N,BLSMT1_5_A_6,      -28.06
04/18/2022 11:05:17,N,BLUEJAY_RN,       34.66
04/18/2022 11:05:17,N,BOOTLEG_UN1,       13.17
04/18/2022 11:05:17,N,BORDAS_345,       28.39
04/18/2022 11:05:17,N,BOSQUESW_CC1,       41.74
04/18/2022 11:05:17,N,BOSQUESW_CC2,       39.16
04/18/2022 11:05:17,N,BOSQ_BSQSU_5,       39.16
04/18/2022 11:05:17,N,BOSQ_BSQS_12,       39.16
04/18/2022 11:05:17,N,BOSQ_BSQS_34,       41.74
04/18/2022 11:05:17,N,BRANDON_RN,       -7.85
04/18/2022 11:05:17,N,BRAUNIG_CC1,       27.05
04/18/2022 11:05:17,N,BRAUNIG_VHB1,       27.32
04/18/2022 11:05:17,N,BRAUNIG_VHB2,       27.30
04/18/2022 11:05:17,N,BRAUNIG_VHB3,       27.26
04/18/2022 11:05:17,N,BRAZ_WND_ALL,       11.84
04/18/2022 11:05:17,N,BRA_AVR1_CT2,       27.05
04/18/2022 11:05:17,N,BRA_AVR_CST1,       27.05
04/18/2022 11:05:17,N,BRHEIGHT_RN,      132.24
04/18/2022 11:05:17,N,BRIGHTSD_RN,       28.03
04/18/2022 11:05:17,N,BRISCOE_WIND,      -18.12
04/18/2022 11:05:17,N,BRPANGLE_RN,       30.19
04/18/2022 11:05:17,N,BRPMAGNO_RN,      289.59
04/18/2022 11:05:17,N,BRP_BRAZ_RN,       30.62
04/18/2022 11:05:17,N,BRP_DIKN_RN,      231.04
04/18/2022 11:05:17,N,BRP_LOOP_RN,       27.54
04/18/2022 11:05:17,N,BRP_LOP1_RN,       28.84
04/18/2022 11:05:17,N,BRP_PBL1_RN,       73.08
04/18/2022 11:05:17,N,BRP_PBL2_RN,       73.08
04/18/2022 11:05:17,N,BRP_RN_UNIT1,       26.90
04/18/2022 11:05:17,N,BRP_SEMI_RN,     -240.95
04/18/2022 11:05:17,N,BRP_SWNY_RN,       30.96
04/18/2022 11:05:17,N,BRP_ZPT1_RN,       29.20
04/18/2022 11:05:17,N,BRP_ZPT2_RN,       29.20
04/18/2022 11:05:17,N,BRTSW_BCW1,      279.17
04/18/2022 11:05:17,N,BR_VHB6CT5_6,       27.32
04/18/2022 11:05:17,N,BR_VHB6CT7_8,       27.32
04/18/2022 11:05:17,N,BSS_U1,       31.39
04/18/2022 11:05:17,N,BTE_BTE_G1,       48.71
04/18/2022 11:05:17,N,BTE_BTE_G2,       48.71
04/18/2022 11:05:17,N,BTE_BTE_G3,       48.71
04/18/2022 11:05:17,N,BTE_BTE_G4,       48.71
04/18/2022 11:05:17,N,BTE_CC1,       48.71
04/18/2022 11:05:17,N,BTE_PUN1,       48.71
04/18/2022 11:05:17,N,BTE_PUN2,       48.71
04/18/2022 11:05:17,N,BUCHAN_ALL,       27.99
04/18/2022 11:05:17,N,BUCKTHRN_RN,       98.83
04/18/2022 11:05:17,N,BUFF_GAP_ALL,       21.20
04/18/2022 11:05:17,N,BULLCRK_1_2,        9.77
04/18/2022 11:05:17,N,BVE_CC1,       30.71
04/18/2022 11:05:17,N,BVE_UNIT1,       30.71
04/18/2022 11:05:17,N,BVE_UNIT2,       30.71
04/18/2022 11:05:17,N,BVE_UNIT3,       30.71
04/18/2022 11:05:17,N,BYRDR_ES_ALL,       30.96
04/18/2022 11:05:17,N,BYU_BYU_1,       85.91
04/18/2022 11:05:17,N,BYU_BYU_12,       85.91
04/18/2022 11:05:17,N,BYU_BYU_34,       85.91
04/18/2022 11:05:17,N,BYU_BYU_G8,       85.94
04/18/2022 11:05:17,N,BYU_CC1,       85.91
